Gene	Vogelstein	COSMIC_CGC	OncoKB	IntOGen
BG_00859	0	0	0	0
BG_00860	0	0	0	0
BG_00861	0	0	0	0
BG_00862	0	0	0	0
BG_00863	0	0	0	0
BG_00864	0	0	0	0
BG_00865	0	0	0	0
BG_00866	0	0	0	0
BG_00867	0	0	0	0
BG_00868	0	0	0	0
BG_00869	0	0	0	0
BG_00870	0	0	0	0
BG_00871	0	0	0	0
BG_00872	0	0	0	0
BG_00873	0	0	0	0
BG_00874	0	0	0	0
BG_00875	0	0	0	0
BG_00876	0	0	0	0
BG_00877	0	0	0	0
BG_00878	0	0	0	0
BG_00879	0	0	0	0
BG_00880	0	0	0	0
BG_00881	0	0	0	0
BG_00882	0	0	0	0
BG_00883	0	0	0	0
BG_00884	0	0	0	0
BG_00885	0	0	0	0
BG_00886	0	0	0	0
BG_00887	0	0	0	0
BG_00888	0	0	0	0
BG_00889	0	0	0	0
BG_00890	0	0	0	0
BG_00891	0	0	0	0
BG_00892	0	0	0	0
BG_00893	0	0	0	0
BG_00894	0	0	0	0
BG_00895	0	0	0	0
BG_00896	0	0	0	0
BG_00897	0	0	0	0
BG_00898	0	0	0	0
BG_00899	0	0	0	0
BG_00900	0	0	0	0
BG_00901	0	0	0	0
BG_00902	0	0	0	0
BG_00903	0	0	0	0
BG_00904	0	0	0	0
BG_00905	0	0	0	0
BG_00906	0	0	0	0
BG_00907	0	0	0	0
BG_00908	0	0	0	0
BG_00909	0	0	0	0
BG_00910	0	0	0	0
BG_00911	0	0	0	0
BG_00912	0	0	0	0
BG_00913	0	0	0	0
BG_00914	0	0	0	0
BG_00915	0	0	0	0
BG_00916	0	0	0	0
BG_00917	0	0	0	0
BG_00918	0	0	0	0
BG_00919	0	0	0	0
BG_00920	0	0	0	0
BG_00921	0	0	0	0
BG_00922	0	0	0	0
BG_00923	0	0	0	0
BG_00924	0	0	0	0
BG_00925	0	0	0	0
BG_00926	0	0	0	0
BG_00927	0	0	0	0
BG_00928	0	0	0	0
BG_00929	0	0	0	0
BG_00930	0	0	0	0
BG_00931	0	0	0	0
BG_00932	0	0	0	0
BG_00933	0	0	0	0
BG_00934	0	0	0	0
BG_00935	0	0	0	0
BG_00936	0	0	0	0
BG_00937	0	0	0	0
BG_00938	0	0	0	0
BG_00939	0	0	0	0
BG_00940	0	0	0	0
BG_00941	0	0	0	0
BG_00942	0	0	0	0
BG_00943	0	0	0	0
BG_00944	0	0	0	0
BG_00945	0	0	0	0
BG_00946	0	0	0	0
BG_00947	0	0	0	0
BG_00948	0	0	0	0
BG_00949	0	0	0	0
BG_00950	0	0	0	0
BG_00951	0	0	0	0
BG_00952	0	0	0	0
BG_00953	0	0	0	0
BG_00954	0	0	0	0
BG_00955	0	0	0	0
BG_00956	0	0	0	0
BG_00957	0	0	0	0
BG_00958	0	0	0	0
BG_00959	0	0	0	0
BG_00960	0	0	0	0
BG_00961	0	0	0	0
BG_00962	0	0	0	0
BG_00963	0	0	0	0
BG_00964	0	0	0	0
BG_00965	0	0	0	0
BG_00966	0	0	0	0
BG_00967	0	0	0	0
BG_00968	0	0	0	0
BG_00969	0	0	0	0
BG_00970	0	0	0	0
BG_00971	0	0	0	0
BG_00972	0	0	0	0
BG_00973	0	0	0	0
BG_00974	0	0	0	0
BG_00975	0	0	0	0
BG_00976	0	0	0	0
BG_00977	0	0	0	0
BG_00978	0	0	0	0
BG_00979	0	0	0	0
BG_00980	0	0	0	0
BG_00981	0	0	0	0
BG_00982	0	0	0	0
BG_00983	0	0	0	0
BG_00984	0	0	0	0
BG_00985	0	0	0	0
BG_00986	0	0	0	0
BG_00987	0	0	0	0
BG_00988	0	0	0	0
BG_00989	0	0	0	0
BG_00990	0	0	0	0
BG_00991	0	0	0	0
BG_00992	0	0	0	0
BG_00993	0	0	0	0
BG_00994	0	0	0	0
BG_00995	0	0	0	0
BG_00996	0	0	0	0
BG_00997	0	0	0	0
BG_00998	0	0	0	0
BG_00999	0	0	0	0
BG_01000	0	0	0	0
BG_01001	0	0	0	0
BG_01002	0	0	0	0
BG_01003	0	0	0	0
BG_01004	0	0	0	0
BG_01005	0	0	0	0
BG_01006	0	0	0	0
BG_01007	0	0	0	0
BG_01008	0	0	0	0
BG_01009	0	0	0	0
BG_01010	0	0	0	0
BG_01011	0	0	0	0
BG_01012	0	0	0	0
BG_01013	0	0	0	0
BG_01014	0	0	0	0
BG_01015	0	0	0	0
BG_01016	0	0	0	0
BG_01017	0	0	0	0
BG_01018	0	0	0	0
BG_01019	0	0	0	0
BG_01020	0	0	0	0
BG_01021	0	0	0	0
BG_01022	0	0	0	0
BG_01023	0	0	0	0
BG_01024	0	0	0	0
BG_01025	0	0	0	0
BG_01026	0	0	0	0
BG_01027	0	0	0	0
BG_01028	0	0	0	0
BG_01029	0	0	0	0
BG_01030	0	0	0	0
BG_01031	0	0	0	0
BG_01032	0	0	0	0
BG_01033	0	0	0	0
BG_01034	0	0	0	0
BG_01035	0	0	0	0
BG_01036	0	0	0	0
BG_01037	0	0	0	0
BG_01038	0	0	0	0
BG_01039	0	0	0	0
BG_01040	0	0	0	0
BG_01041	0	0	0	0
BG_01042	0	0	0	0
BG_01043	0	0	0	0
BG_01044	0	0	0	0
BG_01045	0	0	0	0
BG_01046	0	0	0	0
BG_01047	0	0	0	0
BG_01048	0	0	0	0
BG_01049	0	0	0	0
BG_01050	0	0	0	0
BG_01051	0	0	0	0
BG_01052	0	0	0	0
BG_01053	0	0	0	0
BG_01054	0	0	0	0
BG_01055	0	0	0	0
BG_01056	0	0	0	0
BG_01057	0	0	0	0
BG_01058	0	0	0	0
BG_01059	0	0	0	0
BG_01060	0	0	0	0
BG_01061	0	0	0	0
BG_01062	0	0	0	0
BG_01063	0	0	0	0
BG_01064	0	0	0	0
BG_01065	0	0	0	0
BG_01066	0	0	0	0
BG_01067	0	0	0	0
BG_01068	0	0	0	0
BG_01069	0	0	0	0
BG_01070	0	0	0	0
BG_01071	0	0	0	0
BG_01072	0	0	0	0
BG_01073	0	0	0	0
BG_01074	0	0	0	0
BG_01075	0	0	0	0
BG_01076	0	0	0	0
BG_01077	0	0	0	0
BG_01078	0	0	0	0
BG_01079	0	0	0	0
BG_01080	0	0	0	0
BG_01081	0	0	0	0
BG_01082	0	0	0	0
BG_01083	0	0	0	0
BG_01084	0	0	0	0
BG_01085	0	0	0	0
BG_01086	0	0	0	0
BG_01087	0	0	0	0
BG_01088	0	0	0	0
BG_01089	0	0	0	0
BG_01090	0	0	0	0
BG_01091	0	0	0	0
BG_01092	0	0	0	0
BG_01093	0	0	0	0
BG_01094	0	0	0	0
BG_01095	0	0	0	0
BG_01096	0	0	0	0
BG_01097	0	0	0	0
BG_01098	0	0	0	0
BG_01099	0	0	0	0
BG_01100	0	0	0	0
BG_01101	0	0	0	0
BG_01102	0	0	0	0
BG_01103	0	0	0	0
BG_01104	0	0	0	0
BG_01105	0	0	0	0
BG_01106	0	0	0	0
BG_01107	0	0	0	0
BG_01108	0	0	0	0
BG_01109	0	0	0	0
BG_01110	0	0	0	0
BG_01111	0	0	0	0
BG_01112	0	0	0	0
BG_01113	0	0	0	0
BG_01114	0	0	0	0
BG_01115	0	0	0	0
BG_01116	0	0	0	0
BG_01117	0	0	0	0
BG_01118	0	0	0	0
BG_01119	0	0	0	0
BG_01120	0	0	0	0
BG_01121	0	0	0	0
BG_01122	0	0	0	0
BG_01123	0	0	0	0
BG_01124	0	0	0	0
BG_01125	0	0	0	0
BG_01126	0	0	0	0
BG_01127	0	0	0	0
BG_01128	0	0	0	0
BG_01129	0	0	0	0
BG_01130	0	0	0	0
BG_01131	0	0	0	0
BG_01132	0	0	0	0
BG_01133	0	0	0	0
BG_01134	0	0	0	0
BG_01135	0	0	0	0
BG_01136	0	0	0	0
BG_01137	0	0	0	0
BG_01138	0	0	0	0
BG_01139	0	0	0	0
BG_01140	0	0	0	0
BG_01141	0	0	0	0
BG_01142	0	0	0	0
BG_01143	0	0	0	0
BG_01144	0	0	0	0
BG_01145	0	0	0	0
BG_01146	0	0	0	0
BG_01147	0	0	0	0
BG_01148	0	0	0	0
BG_01149	0	0	0	0
BG_01150	0	0	0	0
BG_01151	0	0	0	0
BG_01152	0	0	0	0
BG_01153	0	0	0	0
BG_01154	0	0	0	0
BG_01155	0	0	0	0
BG_01156	0	0	0	0
BG_01157	0	0	0	0
BG_01158	0	0	0	0
BG_01159	0	0	0	0
BG_01160	0	0	0	0
BG_01161	0	0	0	0
BG_01162	0	0	0	0
BG_01163	0	0	0	0
BG_01164	0	0	0	0
BG_01165	0	0	0	0
BG_01166	0	0	0	0
BG_01167	0	0	0	0
BG_01168	0	0	0	0
BG_01169	0	0	0	0
BG_01170	0	0	0	0
BG_01171	0	0	0	0
BG_01172	0	0	0	0
BG_01173	0	0	0	0
BG_01174	0	0	0	0
BG_01175	0	0	0	0
BG_01176	0	0	0	0
BG_01177	0	0	0	0
BG_01178	0	0	0	0
BG_01179	0	0	0	0
BG_01180	0	0	0	0
BG_01181	0	0	0	0
BG_01182	0	0	0	0
BG_01183	0	0	0	0
BG_01184	0	0	0	0
BG_01185	0	0	0	0
BG_01186	0	0	0	0
BG_01187	0	0	0	0
BG_01188	0	0	0	0
BG_01189	0	0	0	0
BG_01190	0	0	0	0
BG_01191	0	0	0	0
BG_01192	0	0	0	0
BG_01193	0	0	0	0
BG_01194	0	0	0	0
BG_01195	0	0	0	0
BG_01196	0	0	0	0
BG_01197	0	0	0	0
BG_01198	0	0	0	0
BG_01199	0	0	0	0
BG_01200	0	0	0	0
BG_01201	0	0	0	0
BG_01202	0	0	0	0
BG_01203	0	0	0	0
BG_01204	0	0	0	0
BG_01205	0	0	0	0
BG_01206	0	0	0	0
BG_01207	0	0	0	0
BG_01208	0	0	0	0
BG_01209	0	0	0	0
BG_01210	0	0	0	0
BG_01211	0	0	0	0
BG_01212	0	0	0	0
BG_01213	0	0	0	0
BG_01214	0	0	0	0
BG_01215	0	0	0	0
BG_01216	0	0	0	0
BG_01217	0	0	0	0
BG_01218	0	0	0	0
BG_01219	0	0	0	0
BG_01220	0	0	0	0
BG_01221	0	0	0	0
BG_01222	0	0	0	0
BG_01223	0	0	0	0
BG_01224	0	0	0	0
BG_01225	0	0	0	0
BG_01226	0	0	0	0
BG_01227	0	0	0	0
BG_01228	0	0	0	0
BG_01229	0	0	0	0
BG_01230	0	0	0	0
BG_01231	0	0	0	0
BG_01232	0	0	0	0
BG_01233	0	0	0	0
BG_01234	0	0	0	0
BG_01235	0	0	0	0
BG_01236	0	0	0	0
BG_01237	0	0	0	0
BG_01238	0	0	0	0
BG_01239	0	0	0	0
BG_01240	0	0	0	0
BG_01241	0	0	0	0
BG_01242	0	0	0	0
BG_01243	0	0	0	0
BG_01244	0	0	0	0
BG_01245	0	0	0	0
BG_01246	0	0	0	0
BG_01247	0	0	0	0
BG_01248	0	0	0	0
BG_01249	0	0	0	0
BG_01250	0	0	0	0
BG_01251	0	0	0	0
BG_01252	0	0	0	0
BG_01253	0	0	0	0
BG_01254	0	0	0	0
BG_01255	0	0	0	0
BG_01256	0	0	0	0
BG_01257	0	0	0	0
BG_01258	0	0	0	0
BG_01259	0	0	0	0
BG_01260	0	0	0	0
BG_01261	0	0	0	0
BG_01262	0	0	0	0
BG_01263	0	0	0	0
BG_01264	0	0	0	0
BG_01265	0	0	0	0
BG_01266	0	0	0	0
BG_01267	0	0	0	0
BG_01268	0	0	0	0
BG_01269	0	0	0	0
BG_01270	0	0	0	0
BG_01271	0	0	0	0
BG_01272	0	0	0	0
BG_01273	0	0	0	0
BG_01274	0	0	0	0
BG_01275	0	0	0	0
BG_01276	0	0	0	0
BG_01277	0	0	0	0
BG_01278	0	0	0	0
BG_01279	0	0	0	0
BG_01280	0	0	0	0
BG_01281	0	0	0	0
BG_01282	0	0	0	0
BG_01283	0	0	0	0
BG_01284	0	0	0	0
BG_01285	0	0	0	0
BG_01286	0	0	0	0
BG_01287	0	0	0	0
BG_01288	0	0	0	0
BG_01289	0	0	0	0
BG_01290	0	0	0	0
BG_01291	0	0	0	0
BG_01292	0	0	0	0
BG_01293	0	0	0	0
BG_01294	0	0	0	0
BG_01295	0	0	0	0
BG_01296	0	0	0	0
BG_01297	0	0	0	0
BG_01298	0	0	0	0
BG_01299	0	0	0	0
BG_01300	0	0	0	0
BG_01301	0	0	0	0
BG_01302	0	0	0	0
BG_01303	0	0	0	0
BG_01304	0	0	0	0
BG_01305	0	0	0	0
BG_01306	0	0	0	0
BG_01307	0	0	0	0
BG_01308	0	0	0	0
BG_01309	0	0	0	0
BG_01310	0	0	0	0
BG_01311	0	0	0	0
BG_01312	0	0	0	0
BG_01313	0	0	0	0
BG_01314	0	0	0	0
BG_01315	0	0	0	0
BG_01316	0	0	0	0
BG_01317	0	0	0	0
BG_01318	0	0	0	0
BG_01319	0	0	0	0
BG_01320	0	0	0	0
BG_01321	0	0	0	0
BG_01322	0	0	0	0
BG_01323	0	0	0	0
BG_01324	0	0	0	0
BG_01325	0	0	0	0
BG_01326	0	0	0	0
BG_01327	0	0	0	0
BG_01328	0	0	0	0
BG_01329	0	0	0	0
BG_01330	0	0	0	0
BG_01331	0	0	0	0
BG_01332	0	0	0	0
BG_01333	0	0	0	0
BG_01334	0	0	0	0
BG_01335	0	0	0	0
BG_01336	0	0	0	0
BG_01337	0	0	0	0
BG_01338	0	0	0	0
BG_01339	0	0	0	0
BG_01340	0	0	0	0
BG_01341	0	0	0	0
BG_01342	0	0	0	0
BG_01343	0	0	0	0
BG_01344	0	0	0	0
BG_01345	0	0	0	0
BG_01346	0	0	0	0
BG_01347	0	0	0	0
BG_01348	0	0	0	0
BG_01349	0	0	0	0
BG_01350	0	0	0	0
BG_01351	0	0	0	0
BG_01352	0	0	0	0
BG_01353	0	0	0	0
BG_01354	0	0	0	0
BG_01355	0	0	0	0
BG_01356	0	0	0	0
BG_01357	0	0	0	0
BG_01358	0	0	0	0
BG_01359	0	0	0	0
BG_01360	0	0	0	0
BG_01361	0	0	0	0
BG_01362	0	0	0	0
BG_01363	0	0	0	0
BG_01364	0	0	0	0
BG_01365	0	0	0	0
BG_01366	0	0	0	0
BG_01367	0	0	0	0
BG_01368	0	0	0	0
BG_01369	0	0	0	0
BG_01370	0	0	0	0
BG_01371	0	0	0	0
BG_01372	0	0	0	0
BG_01373	0	0	0	0
BG_01374	0	0	0	0
BG_01375	0	0	0	0
BG_01376	0	0	0	0
BG_01377	0	0	0	0
BG_01378	0	0	0	0
BG_01379	0	0	0	0
BG_01380	0	0	0	0
BG_01381	0	0	0	0
BG_01382	0	0	0	0
BG_01383	0	0	0	0
BG_01384	0	0	0	0
BG_01385	0	0	0	0
BG_01386	0	0	0	0
BG_01387	0	0	0	0
BG_01388	0	0	0	0
BG_01389	0	0	0	0
BG_01390	0	0	0	0
BG_01391	0	0	0	0
BG_01392	0	0	0	0
BG_01393	0	0	0	0
BG_01394	0	0	0	0
BG_01395	0	0	0	0
BG_01396	0	0	0	0
BG_01397	0	0	0	0
BG_01398	0	0	0	0
BG_01399	0	0	0	0
BG_01400	0	0	0	0
BG_01401	0	0	0	0
BG_01402	0	0	0	0
BG_01403	0	0	0	0
BG_01404	0	0	0	0
BG_01405	0	0	0	0
BG_01406	0	0	0	0
BG_01407	0	0	0	0
BG_01408	0	0	0	0
BG_01409	0	0	0	0
BG_01410	0	0	0	0
BG_01411	0	0	0	0
BG_01412	0	0	0	0
BG_01413	0	0	0	0
BG_01414	0	0	0	0
BG_01415	0	0	0	0
BG_01416	0	0	0	0
BG_01417	0	0	0	0
BG_01418	0	0	0	0
BG_01419	0	0	0	0
BG_01420	0	0	0	0
BG_01421	0	0	0	0
BG_01422	0	0	0	0
BG_01423	0	0	0	0
BG_01424	0	0	0	0
BG_01425	0	0	0	0
BG_01426	0	0	0	0
BG_01427	0	0	0	0
BG_01428	0	0	0	0
BG_01429	0	0	0	0
BG_01430	0	0	0	0
BG_01431	0	0	0	0
BG_01432	0	0	0	0
BG_01433	0	0	0	0
BG_01434	0	0	0	0
BG_01435	0	0	0	0
BG_01436	0	0	0	0
BG_01437	0	0	0	0
BG_01438	0	0	0	0
BG_01439	0	0	0	0
BG_01440	0	0	0	0
BG_01441	0	0	0	0
BG_01442	0	0	0	0
BG_01443	0	0	0	0
BG_01444	0	0	0	0
BG_01445	0	0	0	0
BG_01446	0	0	0	0
BG_01447	0	0	0	0
BG_01448	0	0	0	0
BG_01449	0	0	0	0
BG_01450	0	0	0	0
BG_01451	0	0	0	0
BG_01452	0	0	0	0
BG_01453	0	0	0	0
BG_01454	0	0	0	0
BG_01455	0	0	0	0
BG_01456	0	0	0	0
BG_01457	0	0	0	0
BG_01458	0	0	0	0
BG_01459	0	0	0	0
BG_01460	0	0	0	0
BG_01461	0	0	0	0
BG_01462	0	0	0	0
BG_01463	0	0	0	0
BG_01464	0	0	0	0
BG_01465	0	0	0	0
BG_01466	0	0	0	0
BG_01467	0	0	0	0
BG_01468	0	0	0	0
BG_01469	0	0	0	0
BG_01470	0	0	0	0
BG_01471	0	0	0	0
BG_01472	0	0	0	0
BG_01473	0	0	0	0
BG_01474	0	0	0	0
BG_01475	0	0	0	0
BG_01476	0	0	0	0
BG_01477	0	0	0	0
BG_01478	0	0	0	0
BG_01479	0	0	0	0
BG_01480	0	0	0	0
BG_01481	0	0	0	0
BG_01482	0	0	0	0
BG_01483	0	0	0	0
BG_01484	0	0	0	0
BG_01485	0	0	0	0
BG_01486	0	0	0	0
BG_01487	0	0	0	0
BG_01488	0	0	0	0
BG_01489	0	0	0	0
BG_01490	0	0	0	0
BG_01491	0	0	0	0
BG_01492	0	0	0	0
BG_01493	0	0	0	0
BG_01494	0	0	0	0
BG_01495	0	0	0	0
BG_01496	0	0	0	0
BG_01497	0	0	0	0
BG_01498	0	0	0	0
BG_01499	0	0	0	0
BG_01500	0	0	0	0
BG_01501	0	0	0	0
BG_01502	0	0	0	0
BG_01503	0	0	0	0
BG_01504	0	0	0	0
BG_01505	0	0	0	0
BG_01506	0	0	0	0
BG_01507	0	0	0	0
BG_01508	0	0	0	0
BG_01509	0	0	0	0
BG_01510	0	0	0	0
BG_01511	0	0	0	0
BG_01512	0	0	0	0
BG_01513	0	0	0	0
BG_01514	0	0	0	0
BG_01515	0	0	0	0
BG_01516	0	0	0	0
BG_01517	0	0	0	0
BG_01518	0	0	0	0
BG_01519	0	0	0	0
BG_01520	0	0	0	0
BG_01521	0	0	0	0
BG_01522	0	0	0	0
BG_01523	0	0	0	0
BG_01524	0	0	0	0
BG_01525	0	0	0	0
BG_01526	0	0	0	0
BG_01527	0	0	0	0
BG_01528	0	0	0	0
BG_01529	0	0	0	0
BG_01530	0	0	0	0
BG_01531	0	0	0	0
BG_01532	0	0	0	0
BG_01533	0	0	0	0
BG_01534	0	0	0	0
BG_01535	0	0	0	0
BG_01536	0	0	0	0
BG_01537	0	0	0	0
BG_01538	0	0	0	0
BG_01539	0	0	0	0
BG_01540	0	0	0	0
BG_01541	0	0	0	0
BG_01542	0	0	0	0
BG_01543	0	0	0	0
BG_01544	0	0	0	0
BG_01545	0	0	0	0
BG_01546	0	0	0	0
BG_01547	0	0	0	0
BG_01548	0	0	0	0
BG_01549	0	0	0	0
BG_01550	0	0	0	0
BG_01551	0	0	0	0
BG_01552	0	0	0	0
BG_01553	0	0	0	0
BG_01554	0	0	0	0
BG_01555	0	0	0	0
BG_01556	0	0	0	0
BG_01557	0	0	0	0
BG_01558	0	0	0	0
BG_01559	0	0	0	0
BG_01560	0	0	0	0
BG_01561	0	0	0	0
BG_01562	0	0	0	0
BG_01563	0	0	0	0
BG_01564	0	0	0	0
BG_01565	0	0	0	0
BG_01566	0	0	0	0
BG_01567	0	0	0	0
BG_01568	0	0	0	0
BG_01569	0	0	0	0
BG_01570	0	0	0	0
BG_01571	0	0	0	0
BG_01572	0	0	0	0
BG_01573	0	0	0	0
BG_01574	0	0	0	0
BG_01575	0	0	0	0
BG_01576	0	0	0	0
BG_01577	0	0	0	0
BG_01578	0	0	0	0
BG_01579	0	0	0	0
BG_01580	0	0	0	0
BG_01581	0	0	0	0
BG_01582	0	0	0	0
BG_01583	0	0	0	0
BG_01584	0	0	0	0
BG_01585	0	0	0	0
BG_01586	0	0	0	0
BG_01587	0	0	0	0
BG_01588	0	0	0	0
BG_01589	0	0	0	0
BG_01590	0	0	0	0
BG_01591	0	0	0	0
BG_01592	0	0	0	0
BG_01593	0	0	0	0
BG_01594	0	0	0	0
BG_01595	0	0	0	0
BG_01596	0	0	0	0
BG_01597	0	0	0	0
BG_01598	0	0	0	0
BG_01599	0	0	0	0
BG_01600	0	0	0	0
BG_01601	0	0	0	0
BG_01602	0	0	0	0
BG_01603	0	0	0	0
BG_01604	0	0	0	0
BG_01605	0	0	0	0
BG_01606	0	0	0	0
BG_01607	0	0	0	0
BG_01608	0	0	0	0
BG_01609	0	0	0	0
BG_01610	0	0	0	0
BG_01611	0	0	0	0
BG_01612	0	0	0	0
BG_01613	0	0	0	0
BG_01614	0	0	0	0
BG_01615	0	0	0	0
BG_01616	0	0	0	0
BG_01617	0	0	0	0
BG_01618	0	0	0	0
BG_01619	0	0	0	0
BG_01620	0	0	0	0
BG_01621	0	0	0	0
BG_01622	0	0	0	0
BG_01623	0	0	0	0
BG_01624	0	0	0	0
BG_01625	0	0	0	0
BG_01626	0	0	0	0
BG_01627	0	0	0	0
BG_01628	0	0	0	0
BG_01629	0	0	0	0
BG_01630	0	0	0	0
BG_01631	0	0	0	0
BG_01632	0	0	0	0
BG_01633	0	0	0	0
BG_01634	0	0	0	0
BG_01635	0	0	0	0
BG_01636	0	0	0	0
BG_01637	0	0	0	0
BG_01638	0	0	0	0
BG_01639	0	0	0	0
BG_01640	0	0	0	0
BG_01641	0	0	0	0
BG_01642	0	0	0	0
BG_01643	0	0	0	0
BG_01644	0	0	0	0
BG_01645	0	0	0	0
BG_01646	0	0	0	0
BG_01647	0	0	0	0
BG_01648	0	0	0	0
BG_01649	0	0	0	0
BG_01650	0	0	0	0
BG_01651	0	0	0	0
BG_01652	0	0	0	0
BG_01653	0	0	0	0
BG_01654	0	0	0	0
BG_01655	0	0	0	0
BG_01656	0	0	0	0
BG_01657	0	0	0	0
BG_01658	0	0	0	0
BG_01659	0	0	0	0
BG_01660	0	0	0	0
BG_01661	0	0	0	0
BG_01662	0	0	0	0
BG_01663	0	0	0	0
BG_01664	0	0	0	0
BG_01665	0	0	0	0
BG_01666	0	0	0	0
BG_01667	0	0	0	0
BG_01668	0	0	0	0
BG_01669	0	0	0	0
BG_01670	0	0	0	0
BG_01671	0	0	0	0
BG_01672	0	0	0	0
BG_01673	0	0	0	0
BG_01674	0	0	0	0
BG_01675	0	0	0	0
BG_01676	0	0	0	0
BG_01677	0	0	0	0
BG_01678	0	0	0	0
BG_01679	0	0	0	0
BG_01680	0	0	0	0
BG_01681	0	0	0	0
BG_01682	0	0	0	0
BG_01683	0	0	0	0
BG_01684	0	0	0	0
BG_01685	0	0	0	0
BG_01686	0	0	0	0
BG_01687	0	0	0	0
BG_01688	0	0	0	0
BG_01689	0	0	0	0
BG_01690	0	0	0	0
BG_01691	0	0	0	0
BG_01692	0	0	0	0
BG_01693	0	0	0	0
BG_01694	0	0	0	0
BG_01695	0	0	0	0
BG_01696	0	0	0	0
BG_01697	0	0	0	0
BG_01698	0	0	0	0
BG_01699	0	0	0	0
BG_01700	0	0	0	0
BG_01701	0	0	0	0
BG_01702	0	0	0	0
BG_01703	0	0	0	0
BG_01704	0	0	0	0
BG_01705	0	0	0	0
BG_01706	0	0	0	0
BG_01707	0	0	0	0
BG_01708	0	0	0	0
BG_01709	0	0	0	0
BG_01710	0	0	0	0
BG_01711	0	0	0	0
BG_01712	0	0	0	0
BG_01713	0	0	0	0
BG_01714	0	0	0	0
BG_01715	0	0	0	0
BG_01716	0	0	0	0
BG_01717	0	0	0	0
BG_01718	0	0	0	0
BG_01719	0	0	0	0
BG_01720	0	0	0	0
BG_01721	0	0	0	0
BG_01722	0	0	0	0
BG_01723	0	0	0	0
BG_01724	0	0	0	0
BG_01725	0	0	0	0
BG_01726	0	0	0	0
BG_01727	0	0	0	0
BG_01728	0	0	0	0
BG_01729	0	0	0	0
BG_01730	0	0	0	0
BG_01731	0	0	0	0
BG_01732	0	0	0	0
BG_01733	0	0	0	0
BG_01734	0	0	0	0
BG_01735	0	0	0	0
BG_01736	0	0	0	0
BG_01737	0	0	0	0
BG_01738	0	0	0	0
BG_01739	0	0	0	0
BG_01740	0	0	0	0
BG_01741	0	0	0	0
BG_01742	0	0	0	0
BG_01743	0	0	0	0
BG_01744	0	0	0	0
BG_01745	0	0	0	0
BG_01746	0	0	0	0
BG_01747	0	0	0	0
BG_01748	0	0	0	0
BG_01749	0	0	0	0
BG_01750	0	0	0	0
BG_01751	0	0	0	0
BG_01752	0	0	0	0
BG_01753	0	0	0	0
BG_01754	0	0	0	0
BG_01755	0	0	0	0
BG_01756	0	0	0	0
BG_01757	0	0	0	0
BG_01758	0	0	0	0
BG_01759	0	0	0	0
BG_01760	0	0	0	0
BG_01761	0	0	0	0
BG_01762	0	0	0	0
BG_01763	0	0	0	0
BG_01764	0	0	0	0
BG_01765	0	0	0	0
BG_01766	0	0	0	0
BG_01767	0	0	0	0
BG_01768	0	0	0	0
BG_01769	0	0	0	0
BG_01770	0	0	0	0
BG_01771	0	0	0	0
BG_01772	0	0	0	0
BG_01773	0	0	0	0
BG_01774	0	0	0	0
BG_01775	0	0	0	0
BG_01776	0	0	0	0
BG_01777	0	0	0	0
BG_01778	0	0	0	0
BG_01779	0	0	0	0
BG_01780	0	0	0	0
BG_01781	0	0	0	0
BG_01782	0	0	0	0
BG_01783	0	0	0	0
BG_01784	0	0	0	0
BG_01785	0	0	0	0
BG_01786	0	0	0	0
BG_01787	0	0	0	0
BG_01788	0	0	0	0
BG_01789	0	0	0	0
BG_01790	0	0	0	0
BG_01791	0	0	0	0
BG_01792	0	0	0	0
BG_01793	0	0	0	0
BG_01794	0	0	0	0
BG_01795	0	0	0	0
BG_01796	0	0	0	0
BG_01797	0	0	0	0
BG_01798	0	0	0	0
BG_01799	0	0	0	0
BG_01800	0	0	0	0
BG_01801	0	0	0	0
BG_01802	0	0	0	0
BG_01803	0	0	0	0
BG_01804	0	0	0	0
BG_01805	0	0	0	0
BG_01806	0	0	0	0
BG_01807	0	0	0	0
BG_01808	0	0	0	0
BG_01809	0	0	0	0
BG_01810	0	0	0	0
BG_01811	0	0	0	0
BG_01812	0	0	0	0
BG_01813	0	0	0	0
BG_01814	0	0	0	0
BG_01815	0	0	0	0
BG_01816	0	0	0	0
BG_01817	0	0	0	0
BG_01818	0	0	0	0
BG_01819	0	0	0	0
BG_01820	0	0	0	0
BG_01821	0	0	0	0
BG_01822	0	0	0	0
BG_01823	0	0	0	0
BG_01824	0	0	0	0
BG_01825	0	0	0	0
BG_01826	0	0	0	0
BG_01827	0	0	0	0
BG_01828	0	0	0	0
BG_01829	0	0	0	0
BG_01830	0	0	0	0
BG_01831	0	0	0	0
BG_01832	0	0	0	0
BG_01833	0	0	0	0
BG_01834	0	0	0	0
BG_01835	0	0	0	0
BG_01836	0	0	0	0
BG_01837	0	0	0	0
BG_01838	0	0	0	0
BG_01839	0	0	0	0
BG_01840	0	0	0	0
BG_01841	0	0	0	0
BG_01842	0	0	0	0
BG_01843	0	0	0	0
BG_01844	0	0	0	0
BG_01845	0	0	0	0
BG_01846	0	0	0	0
BG_01847	0	0	0	0
BG_01848	0	0	0	0
BG_01849	0	0	0	0
BG_01850	0	0	0	0
BG_01851	0	0	0	0
BG_01852	0	0	0	0
BG_01853	0	0	0	0
BG_01854	0	0	0	0
BG_01855	0	0	0	0
